2018/02/12,10:34:44,,Starting...
2018/02/12,12:48:07,,Starting...
2018/02/12,12:51:12,,Starting...
2018/02/12,12:52:34,,Starting...
2018/02/12,12:55:51,,Starting...
2018/02/12,13:00:10,,Starting...
2018/02/12,13:01:29,,Starting...
2018/02/12,13:05:42,,Starting...
2018/02/12,13:07:39,,Starting...
2018/02/12,13:09:13,,Starting...
2018/02/12,13:16:24,,Starting...
2018/02/12,13:26:33,,Starting...
2018/02/12,13:28:55,,Starting...
2018/02/12,13:34:34,,Starting...
2018/02/12,13:39:19,,Starting...
